model_label,model,model_name,endpoint,parsed_percent,seconds,reasoning_tokens,cost
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5603947000054177,92,0.00317
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.414928599988343,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.085941700002877,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.733088900000439,82,0.00287
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3021532999991905,83,0.0029
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.526251400006004,142,0.00467
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5575969999918016,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,9.726681900006952,123,0.0041
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,10.751092199992854,124,0.00413
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9011685000004945,91,0.00314
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.223987200006377,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.479076000003261,119,0.00398
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.5149731999990763,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,7.03671359999862,86,0.00299
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.232436400008737,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3082861000002595,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.375902900006622,60,0.00221
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.928689499996835,108,0.00365
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.230793700000504,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9204217000078643,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.195792200000142,99,0.00338
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,87,4.315355399987311,68,0.00245
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.386617000011029,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.0831967999984045,167,0.00542
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.9808013000001665,94,0.00323
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.514054400002351,148,0.00485
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4643481000093743,82,0.00287
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,10.412865799997235,90,0.00311
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5615453999926103,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,5.970639100007247,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3732230000023264,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.319767100008903,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,7.055982799996855,65,0.00236
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.911573799996404,133,0.0044
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.005064700002549,123,0.0041
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.08425869999337,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.079684299998917,83,0.0029
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4215488000045298,104,0.00353
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.945053800009191,140,0.00461
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.016035599997849,138,0.00455
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.567106300004525,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.153000600010273,68,0.00245
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9755771000054665,128,0.00425
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.7386550000082934,55,0.00206
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.3836847000056878,31,0.00134
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,4.014010599988978,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.748376300005475,148,0.00485
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.158791900001233,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9748478999972576,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.61158609999984,137,0.00452
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.87061349999567,128,0.00425
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.670446500007529,108,0.00365
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.922104199999012,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.580636900005629,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.228218799995375,60,0.00221
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4585507000010693,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6876077000051737,105,0.00356
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.2047171000012895,87,0.00302
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3449095000105444,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.173298600013368,130,0.00431
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.668979900001432,100,0.00341
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.269653000010294,90,0.00311
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,2.7722232999949483,92,0.00317
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.0770432999997865,116,0.00389
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.238829000008991,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.169941500003915,103,0.0035
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.5638034000003245,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.8642196000000695,86,0.00299
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.836949299991829,68,0.00245
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.500419600008172,132,0.00437
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.789148199997726,85,0.00296
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5913867999915965,83,0.0029
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.051858300008462,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,4.160454500000924,75,0.00266
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6658797999989474,125,0.00416
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1221592999936547,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.1340984999987995,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,87,2.936498000010033,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6848258999962127,127,0.00422
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.169028199990862,91,0.00314
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.854903800005559,121,0.00404
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.7836655999999493,100,0.00341
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,75,4.8365399000031175,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.884471899989876,78,0.00275
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.351140500002657,59,0.00218
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.060618899995461,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.312048299994785,152,0.00497
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.549774200000684,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.4341895999968983,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.839061599996057,121,0.00404
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.7938080000021728,118,0.00395
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.335636700008763,96,0.00329
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.456651400003466,122,0.00407
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9374248999956762,55,0.00206
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.650786500002141,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.906854900007602,148,0.00485
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.245273799999268,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.25173299999733,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.432648500005598,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,8.849854900006903,126,0.00419
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.629837699991185,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.332408099988243,155,0.00506
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.465261499994085,95,0.00326
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.268675700004678,88,0.00305
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.589860800013412,54,0.00203
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6900070999981835,58,0.00215
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.7335705000004964,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.871104600009858,116,0.00389
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.207954600002267,61,0.00224
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.7051756999862846,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3225283000065247,65,0.00236
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.862872599987895,125,0.00416
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9750468999991426,115,0.00386
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.136836600009701,92,0.00317
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,7.2845813000021735,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9888491000019712,122,0.00407
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5918941000127234,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.390069500004756,100,0.00341
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.566774799997802,123,0.0041
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.100872700000764,94,0.00323
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.073172499993234,39,0.00158
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.501309500003117,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.279622999994899,104,0.00353
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.8806672999926377,117,0.00392
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9469734000012977,114,0.00383
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,4.100961400006781,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.7084424999920884,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,86,3.958152000006521,104,0.00353
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0512029999954393,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6414210999937495,92,0.00317
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.334479000011925,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.28152649999538,108,0.00365
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6749926999909803,130,0.00431
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.4178362999955425,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.983393200003775,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5952686999953585,131,0.00434
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4205187000043225,132,0.00437
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5931469000061043,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.790327800001251,102,0.00347
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.957172900001751,95,0.00326
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.5707689999981085,94,0.00323
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.328236399989692,107,0.00362
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.134391900006449,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.612052799988305,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.418285799998557,94,0.00323
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.46045420000155,91,0.00314
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.6369290000002366,114,0.00383
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.5534804000053555,52,0.00197
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.437394900000072,128,0.00425
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,4.601999099992099,107,0.00362
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,5.117115800007014,175,0.00566
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9680702000041492,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.825852499998291,92,0.00317
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5358753000036813,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,7.732645299998694,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.298255199988489,53,0.002
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.2734826000087196,56,0.00209
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.103607199998805,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,5.189658500006772,141,0.00464
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.025808100006543,102,0.00347
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.988767300004838,143,0.0047
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.5756535999971675,113,0.0038
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.848928400009754,48,0.00185
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.402150399997481,51,0.00194
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.062504500005161,153,0.005
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.632022699996014,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6436740000062855,112,0.00377
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.876139600004535,83,0.0029
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9997485000058077,53,0.002
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,4.072388800006593,138,0.00455
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.262525400001323,151,0.00494
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.70306790000177,146,0.00479
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4983815000014147,122,0.00407
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.4254123000137042,109,0.00368
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3963970000040717,111,0.00374
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.197634199997992,164,0.00533
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.525794600005611,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.497293100008392,133,0.0044
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.3015594000025885,117,0.00392
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3593199999886565,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.138417899986962,86,0.00299
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.900746100000106,123,0.0041
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.275094700002228,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.8658743999985745,95,0.00326
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.764023099996848,85,0.00296
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,2.9743239999952493,62,0.00227
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.8052330000064103,132,0.00437
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.503404999995837,45,0.00176
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.395749999996042,149,0.00488
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,2.6335290999995777,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.653570199996466,91,0.00314
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,4.158627400000114,114,0.00383
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.0403480999957537,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.179922199997236,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.344709500001045,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.120095799997216,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.8814115000132006,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4116044999973383,88,0.00305
