model_label,model,model_name,endpoint,parsed_percent,seconds,reasoning_tokens,cost
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.848058299990953,52,0.00197
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.851843700002064,48,0.00185
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.8604695000103675,58,0.00215
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.862146899991785,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.863054800007376,50,0.00191
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.8674714999942807,83,0.0029
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.8717693999933545,46,0.00179
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,95,2.8759262999956263,44,0.00173
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,83,2.8773059000086505,112,0.00377
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.8983741999982158,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9053025000030175,57,0.00212
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9087854999961564,97,0.00332
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9092413000034867,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,87,2.9155640000099083,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9161332999938168,109,0.00368
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9286626999964938,57,0.00212
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.93036340000981,51,0.00194
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,2.932641000006697,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9382846000080463,61,0.00224
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9392473999905633,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9406268000020646,62,0.00227
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9432257000007667,58,0.00215
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.949548499993398,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9498085000086576,57,0.00212
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.954021700003068,90,0.00311
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9610558999993373,45,0.00176
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,2.961195299998508,57,0.00212
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9621811999968486,85,0.00296
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.96369639999466,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,2.979365199993481,99,0.00338
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9833102999982657,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9854226999887032,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9855150999937905,87,0.00302
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.98872670000128,56,0.00209
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.989748399995733,85,0.00296
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.990108500001952,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9924423999909777,86,0.00299
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.993596600004821,59,0.00218
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0009806000016397,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0024109999940265,65,0.00236
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0058044000033988,53,0.002
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0070745999983046,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0107963000045856,39,0.00158
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.011452399994596,91,0.00314
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.012597299995832,78,0.00275
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0167026999988593,100,0.00341
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.020669200006523,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.029208000007202,99,0.00338
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0298335999978008,97,0.00332
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.036586400005035,90,0.00311
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.040893800003687,59,0.00218
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0413735000038287,96,0.00329
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0439175000065006,65,0.00236
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.045714699997916,92,0.00317
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.0467392999998992,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,75,3.0502471000072546,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.056775300006848,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0594967999932123,86,0.00299
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.060192899996764,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0688214999972843,113,0.0038
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0690680999978213,81,0.00284
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.069773000010173,83,0.0029
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0793599000026006,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.084472399990773,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0869091999920784,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0910683999973116,99,0.00338
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0931295000045793,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0943860999977915,99,0.00338
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.106453500004136,58,0.00215
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1064785000053234,91,0.00314
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1065512000059243,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.112386199994944,94,0.00323
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1133597000007285,55,0.00206
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1148933000076795,60,0.00221
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.1151970000064466,68,0.00245
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1174303999869153,90,0.00311
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.119324700004654,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1198703999980353,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1230302000039956,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1285082999966107,112,0.00377
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.13020480000705,57,0.00212
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,87,3.1305485000048066,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1355335999978706,85,0.00296
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.145314100009273,96,0.00329
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1492820999992546,111,0.00374
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.149718800006667,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1517446000070777,88,0.00305
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1554074000014225,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1556702999951085,51,0.00194
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.164318800001638,57,0.00212
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,75,3.1736979999986943,58,0.00215
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1737581999914255,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1764922000002116,107,0.00362
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1765927000087686,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1793551000009757,68,0.00245
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1813000999973156,38,0.00155
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1893051999941235,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.192506500010495,96,0.00329
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.193988300001365,49,0.00188
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.1984290999971563,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2013902999897255,78,0.00275
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.204704899995704,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.209014499996556,58,0.00215
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2100724000047194,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2104828000010457,55,0.00206
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.215611399995396,91,0.00314
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2167247000033967,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2211643000046024,107,0.00362
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.222095300006913,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2223569999914616,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.227116699999897,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.232985099995858,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2360901000065496,63,0.0023
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.236503600011929,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2379549000033876,65,0.00236
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.240400900001987,48,0.00185
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.243282100011129,111,0.00374
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2470173000037903,52,0.00197
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2470552000013413,108,0.00365
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.249167399990256,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2553114000038477,108,0.00365
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.25878940000257,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.258895000006305,78,0.00275
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2602869999973336,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.264421999992919,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,83,3.2664820999925723,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,75,3.267903699990711,54,0.00203
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.270459399995161,63,0.0023
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2728206000028877,53,0.002
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2728753999981564,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2733424000034574,129,0.00428
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.277931600008742,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2791066999925533,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.27915600000415,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.2799355999886757,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2809945000044536,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2812623000063468,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2832486999977846,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.283381500004907,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,78,3.2844132000027457,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2859356999979354,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.287335000000894,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.289159499996458,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2926489999954356,97,0.00332
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.293671599996742,78,0.00275
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2951229000027524,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.295977399990079,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3010123999993084,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3014238999894587,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.304589399995166,46,0.00179
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3048309999867342,63,0.0023
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3151098000089405,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3189961000025505,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.32013310000184,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3288036000012653,81,0.00284
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3297831999952905,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.331317099989974,140,0.00461
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.3322975000046426,61,0.00224
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.337935000003199,115,0.00386
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3391048000048613,63,0.0023
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3418696000007913,58,0.00215
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.342054699998698,92,0.00317
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.3438316999963718,63,0.0023
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3478087999974377,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.347839699999895,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3487253000057535,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3490542999934405,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3493459000019357,86,0.00299
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3508681999956025,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.353378800005885,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.357373099992401,118,0.00395
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3611698000022443,53,0.002
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.364103800005978,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.365861500002211,81,0.00284
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3674935000017285,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.367622499994468,115,0.00386
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3682750000007218,47,0.00182
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.3694791000016266,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3718248999939533,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3740824999986216,65,0.00236
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.374095799998031,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,78,3.3764533000066876,116,0.00389
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3810450000019046,95,0.00326
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.3844358999922406,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3880199999985052,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3895048999984283,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3918512999953236,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.400717899989104,91,0.00314
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.401105800003279,61,0.00224
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4025088000053074,131,0.00434
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.405180500005372,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,87,3.4068008000031114,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4083420999959344,87,0.00302
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.409209000004921,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.419825499993749,127,0.00422
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4213460000028135,81,0.00284
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4223474000027636,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4276228999951854,90,0.00311
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,87,3.436807099991711,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4390191999991657,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.439410599996336,103,0.0035
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.441390899999533,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,83,3.44144709999091,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.442263000004459,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4433857000112766,102,0.00347
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.448057499990682,82,0.00287
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.4498499000037555,109,0.00368
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.452710100013064,75,0.00266
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4562532999989344,50,0.00191
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.4585599999991246,56,0.00209
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.461646200012183,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.462027900008252,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.463246800005436,111,0.00374
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4638126000063494,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.463825099999667,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.464143499993952,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.46668710000813,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4669818000111263,107,0.00362
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.4719023999932688,90,0.00311
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4725651999906404,119,0.00398
