model_label,model,model_name,endpoint,provider_name,parsed_percent,seconds,reasoning_tokens,cost
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.0697230000223499,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.1366382999985944,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.1370964999950957,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.1396461999975145,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.147208899987163,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.1500437000067905,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.1519967999774963,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.1560723999864422,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.1873766999924555,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.2131130000052508,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.2190578999870922,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.223431199992774,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.2272889000014402,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.2437514000048395,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.2517461999959778,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.2542470000043977,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.3318904000043403,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.340950999991037,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.3496707000012975,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.363257099990733,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.3958415999950375,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.4006966999731958,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.4197772000043187,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.4504039000021294,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.4750595999939833,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.5747531999950297,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.5891875000088476,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.7059436999843456,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.879596799990395,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.9127682000107598,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,1.9561081000138074,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,2.051673000009032,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,2.5014899999951012,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,2.5226818999799434,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,deepinfra/fp4,DeepInfra,0,2.710734299995238,0,2.268e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,0.9429731999989599,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.0360629999777302,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.0626455000019632,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.113007399981143,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.1674956000060774,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.2268879000039306,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.2698673999984749,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.3183325999998488,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.3229165999800898,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.337451700004749,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.343752000015229,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.369486700015841,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.387085099995602,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.3942050999903586,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.4218744000245351,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.4414768000133336,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.5503674000210594,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.5511876000091434,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.5562350999971386,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.5773487000260502,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.679037599998992,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.738236799981678,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.7485142000077758,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.7508655000128783,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.8857495000120252,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.9081379999988712,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.9332456999982242,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,1.9532069999841042,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,2.0727470999991056,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,2.327493199991295,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,2.342577600007644,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,2.4909692999790423,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,2.5847302000038326,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,2.918444899987662,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,3.037445200025104,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,3.3685966999910306,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,3.3947985999984667,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,3.497988599992823,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,3.5051885999855585,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,3.587852299999213,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,3.7781360000080895,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,6.004578899999615,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,0,6.07371540000895,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,1,1.01773989998037,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,1,1.4772745999798644,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,1,1.5095963000203483,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,10,1.373297200014349,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,digitalocean,DigitalOcean,15,1.2792424999934155,0,4.256e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,5.446572799992282,238,5.2234e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,8.279091499978676,681,0.000137396
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,9.752508799982024,1051,0.000209916
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,11.747291300009238,1132,0.000225792
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,12.983297500002664,986,0.000197176
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,14.022699699999066,1091,0.000217756
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,14.116534900007537,1197,0.000238532
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,14.55874710000353,1404,0.000279104
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,17.722366600006353,1776,0.000352016
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,50,17.739226600009715,1497,0.000297332
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,90,5.057794099993771,343,7.2814e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,90,5.770843799982686,430,8.82e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,90,15.23517259999062,1582,0.000313992
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,4.0701417999807745,269,5.831e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,4.639230500004487,182,4.1258e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,5.460183100018185,263,5.7134e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,6.995977000013227,321,6.8502e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,7.003876499977196,652,0.000131712
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,7.2049281999934465,592,0.000119952
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,7.211677999992389,454,9.2904e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,7.661655400006566,829,0.000166404
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,8.443671099987114,637,0.000128772
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,8.749500799982343,815,0.00016366
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,12.098975500004599,919,0.00018571
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,15.71509280000464,1134,0.000226184
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,95,23.124427799979458,1878,0.000372008
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,99,3.5654598999826703,262,5.5272e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,99,5.011220200016396,274,5.929e-05
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,99,10.807310800009873,890,0.00017836
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,99,10.952188900002511,1109,0.000221284
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,99,13.53217969997786,1008,0.000201488
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,100,22.255662799987476,1801,0.000356916
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,gmicloud/fp8,GMICloud,100,25.448725299997022,2254,0.000445704
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4281155999924522,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4339398999873083,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4377877999795601,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4413203000149224,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.44365070000640117,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.44449840000015683,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.44519639998907223,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.45730270000058226,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.45830060000298545,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4665067000023555,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4670728000055533,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4688884999777656,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.46973460001754574,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.47308650001650676,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4732674999977462,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.47380690000136383,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4772862000099849,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4796403000073042,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4797668000101112,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.488700499990955,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.49352920000092126,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4949221000133548,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.49808609997853637,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.49965970002813265,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.4998339999874588,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5023849000281189,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5028305999876466,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5030067999905441,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5071854999987409,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5073459999985062,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5086675999918953,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5087755999993533,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5098953999986406,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5110775000066496,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5145843999926001,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5151744000031613,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.519962399994256,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5266091999947093,0,5.282e-06
deepseek-v4-flash,deepseek/deepseek-v4-flash,DeepSeek: DeepSeek V4 Flash,morph,Morph,0,0.5284543999878224,0,5.282e-06
